hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
6.566608656849445,12,3,3,2.0,2.0,2.0,37,Travel_Rarely,Research & Development,1,4,Technical Degree,1,215,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3
6.991087684069444,16,3,4,1.0,4.0,3.0,26,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3526,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7
6.1098951360997225,18,3,3,4.0,3.0,3.0,24,Travel_Rarely,Sales,28,3,Life Sciences,1,3407,Female,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,4,3,2
7.067336010709444,21,2,3,3.0,2.0,2.0,26,Travel_Rarely,Sales,17,3,Medical,1,2808,Female,2,Manager,Married,57690,1.0,Y,19,8,0,5.0,4,5,4,3
5.886647701918611,13,2,3,3.0,4.0,3.0,32,Non-Travel,Sales,2,4,Marketing,1,2924,Male,4,Research Scientist,Married,21090,0.0,Y,13,8,1,4.0,3,3,2,2
5.869949799196666,7,2,3,4.0,3.0,3.0,47,Travel_Rarely,Research & Development,25,4,Medical,1,897,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0
6.322457608210556,15,3,3,2.0,4.0,3.0,35,Travel_Rarely,Research & Development,10,5,Medical,1,1721,Female,4,Laboratory Technician,Single,134580,1.0,Y,11,8,0,17.0,3,17,11,8
9.766983489513333,13,3,3,1.0,4.0,3.0,31,Travel_Frequently,Research & Development,2,1,Other,1,2608,Male,3,Sales Executive,Married,70940,1.0,Y,14,8,1,10.0,2,10,0,8
9.617732039268056,2,3,3,4.0,3.0,3.0,24,Travel_Rarely,Research & Development,5,1,Other,1,2238,Male,1,Manufacturing Director,Married,43350,1.0,Y,15,8,1,5.0,5,5,0,3
7.248608879964166,11,3,3,1.0,1.0,2.0,38,Travel_Frequently,Sales,4,3,Medical,1,3288,Male,2,Research Scientist,Divorced,23060,2.0,Y,19,8,1,13.0,5,4,1,2
6.2555176260597225,6,2,3,4.0,1.0,3.0,54,Travel_Rarely,Sales,8,2,Marketing,1,4372,Female,2,Laboratory Technician,Married,61340,2.0,Y,19,8,0,16.0,2,6,0,5
7.16703145917,15,3,3,2.0,2.0,2.0,42,Travel_Rarely,Research & Development,20,2,Medical,1,1817,Male,2,Sales Representative,Married,72950,1.0,Y,15,8,0,10.0,3,9,7,8
6.429928603301945,10,3,3,4.0,3.0,2.0,48,Travel_Rarely,Research & Development,1,4,Medical,1,421,Male,1,Research Scientist,Married,21770,4.0,Y,18,8,0,13.0,4,0,0,0
6.2751695671575,16,3,3,2.0,2.0,2.0,42,Travel_Rarely,Human Resources,1,3,Other,1,2476,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4
6.4742447568047226,12,2,3,4.0,3.0,2.0,34,Travel_Rarely,Research & Development,19,3,Technical Degree,1,1128,Female,1,Research Director,Divorced,33390,1.0,Y,16,8,0,9.0,2,8,1,1
8.460333556447777,20,2,3,3.0,4.0,2.0,40,Travel_Rarely,Research & Development,8,3,Technical Degree,1,2377,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3
6.063685854529167,12,2,3,3.0,3.0,3.0,35,Travel_Rarely,Human Resources,1,3,Human Resources,1,441,Male,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,5,1,0
5.719341811691111,19,3,3,3.0,3.0,3.0,35,Non-Travel,Research & Development,29,3,Medical,1,900,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9
10.2999386434625,2,3,3,3.0,2.0,2.0,32,Travel_Rarely,Research & Development,1,4,Medical,1,3674,Male,5,Research Director,Married,191890,0.0,Y,12,8,1,4.0,3,3,1,2
5.740315707273333,15,4,4,4.0,4.0,1.0,40,Non-Travel,Research & Development,28,2,Life Sciences,1,2891,Male,1,Manufacturing Director,Married,167040,9.0,Y,22,8,0,5.0,2,3,0,2
8.029502454261388,11,3,3,3.0,3.0,3.0,43,Travel_Frequently,Research & Development,1,4,Other,1,3945,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0
7.9025200803211115,6,3,3,4.0,4.0,1.0,42,Travel_Frequently,Human Resources,1,4,Technical Degree,1,3776,Male,2,Manufacturing Director,Married,31620,2.0,Y,17,8,2,24.0,1,20,13,9
7.011537260151667,7,2,3,2.0,2.0,4.0,38,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3803,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2
6.515506470325556,22,3,3,1.0,1.0,3.0,49,Travel_Frequently,Sales,6,5,Medical,1,3689,Female,2,Healthcare Representative,Single,23420,3.0,Y,18,8,0,20.0,2,4,1,3
5.860414993306389,21,3,3,4.0,3.0,4.0,22,Travel_Rarely,Human Resources,12,1,Human Resources,1,1166,Male,2,Sales Executive,Single,25340,0.0,Y,11,8,0,4.0,1,3,1,2
5.692024765729444,13,3,3,2.0,2.0,3.0,45,Travel_Frequently,Research & Development,19,3,Medical,1,3619,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0
6.301182507808889,11,3,3,4.0,3.0,3.0,55,Travel_Rarely,Sales,11,3,Technical Degree,1,3638,Male,2,Manufacturing Director,Married,83810,4.0,Y,15,8,1,23.0,3,19,9,11
7.705829986613056,20,3,3,2.0,1.0,3.0,38,Travel_Rarely,Sales,6,4,Life Sciences,1,4357,Female,3,Research Scientist,Married,107480,7.0,Y,15,8,0,17.0,3,1,0,0
5.675418340026667,16,2,3,4.0,3.0,3.0,25,Travel_Frequently,Sales,5,1,Marketing,1,3857,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7
9.74821396697889,18,2,3,4.0,2.0,4.0,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2028,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2
5.761374386434444,14,4,3,4.0,3.0,3.0,45,Travel_Rarely,Sales,24,3,Life Sciences,1,4137,Male,1,Laboratory Technician,Single,36290,8.0,Y,16,8,1,8.0,2,5,0,1
5.9234002677375,16,2,3,1.0,3.0,1.0,37,Travel_Rarely,Sales,10,4,Marketing,1,3378,Female,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,14,11,7
5.456191432396111,21,3,3,1.0,3.0,2.0,36,Travel_Rarely,Research & Development,2,2,Technical Degree,1,942,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2
5.482242302543333,24,2,3,3.0,4.0,3.0,34,Travel_Frequently,Sales,28,4,Marketing,1,2359,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2
7.503869924140833,9,2,3,3.0,3.0,2.0,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1430,Male,1,Sales Executive,Single,49780,0.0,Y,13,8,0,7.0,3,6,1,5
8.846895359214445,17,2,3,2.0,3.0,3.0,36,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1083,Male,1,Sales Executive,Married,131910,1.0,Y,14,8,1,10.0,2,10,1,7
5.924545961624166,22,3,3,1.0,2.0,3.0,27,Travel_Frequently,Sales,8,1,Life Sciences,1,4062,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0
6.046319723337778,18,2,3,3.0,1.0,3.0,27,Travel_Frequently,Research & Development,13,4,Medical,1,1413,Male,1,Manager,Married,44010,5.0,Y,13,8,0,6.0,4,2,2,0
6.902014725568889,7,1,3,1.0,2.0,3.0,36,Non-Travel,Research & Development,1,3,Life Sciences,1,1126,Male,2,Research Scientist,Married,28380,1.0,Y,19,8,2,5.0,5,5,0,2
9.877585899151944,12,3,3,3.0,2.0,2.0,32,Travel_Rarely,Research & Development,1,1,Medical,1,4009,Male,2,Laboratory Technician,Single,27410,7.0,Y,11,8,0,7.0,3,2,2,2
10.31801651048639,14,2,3,2.0,3.0,1.0,53,Travel_Rarely,Sales,14,2,Life Sciences,1,2835,Female,5,Manufacturing Director,Married,35170,2.0,Y,12,8,1,13.0,1,7,4,5
5.986325301204722,20,3,3,3.0,3.0,4.0,40,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2258,Male,3,Laboratory Technician,Divorced,167520,2.0,Y,18,8,1,8.0,3,3,1,2
5.936395582329166,11,2,3,4.0,4.0,2.0,54,Travel_Rarely,Sales,1,3,Medical,1,3691,Female,2,Manager,Single,22970,6.0,Y,18,8,2,29.0,2,20,12,7
5.623923471664167,16,3,3,3.0,3.0,3.0,38,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3154,Female,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,1,0,0
7.144081883087778,21,1,3,3.0,1.0,2.0,44,Travel_Rarely,Research & Development,3,4,Life Sciences,1,2135,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13
10.239582775546388,4,3,3,3.0,1.0,3.0,25,Travel_Rarely,Sales,11,3,Life Sciences,1,3317,Female,1,Laboratory Technician,Married,23110,1.0,Y,11,8,1,5.0,2,5,0,3
7.827246764836945,6,3,3,1.0,3.0,3.0,48,Travel_Rarely,Human Resources,2,4,Medical,1,3418,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2
7.220334672021389,12,3,3,1.0,3.0,3.0,40,Travel_Rarely,Research & Development,22,1,Life Sciences,1,3839,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12
7.561584114234445,7,4,4,3.0,2.0,3.0,53,Travel_Frequently,Sales,8,2,Medical,1,503,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12
6.200655957161945,7,2,3,2.0,2.0,3.0,19,Travel_Rarely,Research & Development,1,3,Other,1,1362,Female,5,Manufacturing Director,Single,152020,1.0,Y,18,8,3,1.0,2,1,0,0
5.543731593038611,19,3,3,2.0,2.0,3.0,32,Travel_Rarely,Research & Development,1,2,Medical,1,2641,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2
8.704915216421112,6,2,3,1.0,3.0,3.0,50,Travel_Rarely,Research & Development,12,4,Medical,1,1249,Male,1,Research Director,Married,49000,1.0,Y,11,8,0,3.0,3,3,0,2
7.125651494868333,6,2,3,3.0,4.0,3.0,29,Travel_Rarely,Sales,4,3,Other,1,2935,Female,2,Human Resources,Single,35390,1.0,Y,18,8,0,6.0,2,6,1,5
7.255912539045,18,4,3,2.0,4.0,2.0,42,Travel_Frequently,Research & Development,9,4,Medical,1,1797,Male,1,Manufacturing Director,Divorced,92080,1.0,Y,15,8,1,24.0,2,24,14,9
6.944028335564444,14,3,3,3.0,2.0,3.0,35,Travel_Rarely,Sales,8,1,Marketing,1,2834,Female,3,Laboratory Technician,Married,37600,1.0,Y,14,8,3,10.0,2,10,0,6
6.990880187416111,11,3,3,3.0,1.0,2.0,49,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3830,Male,3,Healthcare Representative,Married,69490,1.0,Y,14,8,1,10.0,2,9,1,4
5.7785073627844445,10,3,3,2.0,3.0,3.0,45,Non-Travel,Research & Development,1,3,Medical,1,2018,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12
7.683028781793611,4,1,3,1.0,4.0,3.0,32,Travel_Frequently,Sales,4,4,Life Sciences,1,1771,Male,2,Sales Executive,Married,188440,1.0,Y,19,8,0,10.0,3,10,4,7
10.464255912538889,8,3,4,2.0,4.0,3.0,19,Travel_Rarely,Sales,2,4,Marketing,1,2122,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1
9.606076528335555,11,3,3,4.0,4.0,2.0,33,Travel_Rarely,Research & Development,1,2,Medical,1,305,Male,3,Laboratory Technician,Single,28710,1.0,Y,17,8,3,10.0,2,10,7,8
5.840648148148055,19,1,4,1.0,4.0,3.0,42,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3031,Male,1,Manager,Single,10910,2.0,Y,22,8,0,16.0,0,1,0,0
6.791540606871667,16,3,3,2.0,2.0,2.0,27,Travel_Rarely,Sales,3,2,Technical Degree,1,4050,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2
6.653948014279167,9,3,3,1.0,1.0,2.0,59,Travel_Rarely,Research & Development,1,3,Technical Degree,1,2746,Male,1,Laboratory Technician,Single,166060,7.0,Y,11,8,0,28.0,6,21,7,9
8.150235385988333,10,2,3,3.0,4.0,3.0,44,Travel_Rarely,Research & Development,9,3,Technical Degree,1,2413,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2
7.8642324854975,3,3,3,3.0,4.0,3.0,37,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2045,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3
6.900469656403334,7,3,3,4.0,4.0,3.0,45,Travel_Rarely,Sales,3,1,Marketing,1,77,Female,1,Sales Executive,Married,171740,9.0,Y,14,8,1,12.0,6,10,9,8
5.739896251673334,18,3,3,1.0,3.0,3.0,41,Travel_Rarely,Sales,7,4,Marketing,1,1379,Male,4,Laboratory Technician,Divorced,68420,4.0,Y,12,8,1,13.0,3,9,1,8
5.5950457385094445,22,3,3,3.0,3.0,4.0,30,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3747,Male,3,Sales Executive,Divorced,102210,0.0,Y,19,8,1,6.0,2,5,1,3
5.599307228915555,22,2,3,3.0,4.0,3.0,32,Non-Travel,Sales,2,4,Marketing,1,4394,Male,4,Research Scientist,Married,21090,0.0,Y,13,8,1,4.0,3,3,2,2
8.8541800535475,6,3,3,4.0,3.0,2.0,35,Travel_Frequently,Research & Development,1,2,Medical,1,2194,Male,1,Manufacturing Director,Married,67960,0.0,Y,13,8,0,5.0,2,4,3,2
9.462476572958334,13,2,3,3.0,4.0,3.0,50,Travel_Frequently,Research & Development,6,3,Medical,1,829,Male,1,Manager,Single,23420,1.0,Y,12,8,1,32.0,2,32,13,9
7.541241633199444,5,2,3,3.0,2.0,2.0,26,Travel_Rarely,Sales,17,3,Medical,1,4278,Female,2,Manager,Married,57690,1.0,Y,19,8,0,5.0,4,5,4,3
6.550740740740555,6,3,3,3.0,4.0,2.0,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,2459,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2
8.668834225791944,6,3,3,4.0,3.0,2.0,37,Travel_Rarely,Sales,9,4,Marketing,1,229,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0
6.223607764390834,18,3,3,3.0,3.0,2.0,28,Non-Travel,Research & Development,21,1,Medical,1,4064,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4
7.122371709058333,6,2,3,2.0,1.0,3.0,43,Travel_Rarely,Research & Development,25,2,Medical,1,3292,Male,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,4,1,0
6.3402688531902776,14,1,3,2.0,3.0,2.0,40,Travel_Frequently,Research & Development,2,4,Medical,1,3520,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13
6.410020080321111,21,2,3,2.0,4.0,3.0,54,Travel_Frequently,Sales,10,3,Life Sciences,1,819,Female,4,Research Scientist,Divorced,37610,3.0,Y,12,8,0,26.0,3,14,1,12
6.4986769299419445,11,3,3,4.0,1.0,3.0,35,Travel_Rarely,Sales,7,2,Life Sciences,1,3791,Male,1,Sales Executive,Single,22770,1.0,Y,12,8,1,3.0,2,3,1,2
7.660025658188055,7,2,3,1.0,1.0,3.0,45,Non-Travel,Sales,2,4,Life Sciences,1,2356,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5
6.514405399375278,11,3,3,3.0,4.0,4.0,33,Travel_Rarely,Research & Development,2,2,Medical,1,4329,Male,1,Sales Executive,Single,24400,0.0,Y,18,8,3,4.0,4,3,0,2
8.745681615350279,7,4,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4345,Female,2,Research Director,Married,108830,3.0,Y,12,8,0,8.0,3,1,0,1
5.958169344042778,14,3,3,2.0,4.0,3.0,18,Non-Travel,Sales,5,4,Other,1,470,Male,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,0,0
7.762304774654167,7,2,3,1.0,1.0,3.0,33,Travel_Rarely,Research & Development,23,5,Life Sciences,1,334,Male,1,Human Resources,Single,86390,5.0,Y,16,8,2,6.0,3,3,0,2
6.970761936635278,21,3,4,2.0,3.0,1.0,18,Non-Travel,Research & Development,2,3,Life Sciences,1,3994,Male,3,Sales Representative,Single,186060,1.0,Y,24,8,2,0.0,4,0,0,0
7.181759259259167,20,3,3,1.0,2.0,1.0,29,Travel_Frequently,Research & Development,28,3,Medical,1,2270,Female,5,Research Scientist,Single,44340,5.0,Y,17,8,3,7.0,1,5,0,0
7.642257920571111,17,2,4,4.0,3.0,3.0,52,Travel_Rarely,Research & Development,26,2,Life Sciences,1,1619,Female,2,Sales Representative,Married,33750,2.0,Y,21,8,0,28.0,2,5,0,4
8.006793842034723,17,2,3,1.0,4.0,3.0,44,Travel_Frequently,Sales,2,2,Marketing,1,908,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2
6.856221552878056,6,2,3,3.0,2.0,4.0,46,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2293,Male,3,Manufacturing Director,Married,138260,8.0,Y,11,8,0,23.0,1,13,5,1
5.6448270861222225,21,2,3,1.0,4.0,2.0,40,Travel_Rarely,Research & Development,1,4,Medical,1,1170,Male,2,Research Director,Married,50710,8.0,Y,17,8,1,8.0,3,1,0,0
6.546025211958889,19,3,3,2.0,3.0,2.0,34,Travel_Rarely,Sales,1,1,Marketing,1,577,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3
9.602454261490278,8,1,3,4.0,3.0,3.0,48,Travel_Frequently,Sales,10,2,Marketing,1,3887,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7
9.218939089691945,3,2,3,3.0,2.0,1.0,35,Travel_Rarely,Sales,24,3,Medical,1,1938,Male,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,4,0,2
7.874956492636945,19,2,3,4.0,1.0,3.0,30,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1427,Female,2,Research Scientist,Single,55620,5.0,Y,13,8,0,8.0,3,5,0,4
6.4804038375725,8,4,4,4.0,4.0,3.0,53,Travel_Rarely,Research & Development,1,1,Medical,1,1862,Male,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,12,3,8
7.905890227576944,5,3,3,4.0,4.0,1.0,42,Travel_Frequently,Human Resources,1,4,Technical Degree,1,836,Male,2,Manufacturing Director,Married,31620,2.0,Y,17,8,2,24.0,1,20,13,9
7.536509370816389,11,3,4,3.0,1.0,4.0,32,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1905,Male,4,Laboratory Technician,Married,37300,1.0,Y,25,8,1,8.0,4,8,6,3
10.097321508255,18,2,3,3.0,3.0,2.0,47,Travel_Rarely,Research & Development,8,4,Medical,1,2280,Female,2,Sales Representative,Married,23660,3.0,Y,17,8,0,11.0,5,5,1,2
7.153201695671389,12,3,3,1.0,2.0,1.0,28,Travel_Rarely,Sales,2,4,Marketing,1,2032,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4
6.090296742525555,12,4,3,1.0,1.0,2.0,25,Travel_Rarely,Research & Development,17,3,Medical,1,3301,Male,1,Laboratory Technician,Single,199260,7.0,Y,11,8,3,6.0,5,4,0,1
6.280741856313889,15,3,3,4.0,2.0,3.0,31,Travel_Rarely,Research & Development,16,4,Life Sciences,1,3718,Male,3,Human Resources,Single,42440,9.0,Y,13,8,0,8.0,3,3,0,2
7.363987059348333,17,3,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,20,4,Life Sciences,1,1294,Female,3,Human Resources,Single,40690,1.0,Y,13,8,0,6.0,5,6,0,4
10.290413877733055,3,3,3,4.0,3.0,3.0,38,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1355,Female,2,Research Director,Single,50420,3.0,Y,16,8,1,19.0,4,3,2,2
6.998131414546944,6,2,4,2.0,1.0,3.0,28,Travel_Rarely,Research & Development,9,3,Medical,1,1515,Male,1,Sales Representative,Single,46480,0.0,Y,23,8,2,9.0,2,8,0,7
7.329690986166667,6,2,3,3.0,1.0,3.0,30,Travel_Rarely,Sales,20,3,Marketing,1,3548,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3
10.068919009370555,19,2,4,3.0,4.0,1.0,33,Travel_Rarely,Sales,11,4,Marketing,1,2917,Male,1,Research Scientist,Married,71400,5.0,Y,21,8,0,8.0,2,5,0,4
9.510298973672223,12,3,4,3.0,3.0,3.0,49,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2999,Male,3,Manufacturing Director,Single,73140,7.0,Y,22,8,0,25.0,2,7,0,7
7.503210620258611,15,2,3,3.0,4.0,3.0,28,Non-Travel,Research & Development,1,3,Medical,1,2157,Male,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,9,7,5
6.547140785363611,20,2,4,1.0,1.0,1.0,33,Travel_Rarely,Research & Development,9,1,Medical,1,3788,Male,1,Healthcare Representative,Married,76420,2.0,Y,20,8,1,8.0,2,2,2,2
9.919124274877221,7,3,3,4.0,4.0,2.0,27,Travel_Frequently,Sales,8,4,Life Sciences,1,1060,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2
7.855391566265,11,3,3,1.0,3.0,,34,Travel_Frequently,Human Resources,4,4,Life Sciences,1,1324,Female,5,Sales Executive,Single,55620,1.0,Y,15,8,0,9.0,3,9,0,6
5.520024542614722,23,2,3,4.0,4.0,3.0,29,Travel_Rarely,Research & Development,2,4,Medical,1,2937,Male,1,Laboratory Technician,Divorced,26790,2.0,Y,15,8,0,10.0,2,3,0,2
7.2014736724675,20,3,3,1.0,4.0,3.0,36,Travel_Rarely,Research & Development,24,3,Life Sciences,1,2652,Female,2,Laboratory Technician,Married,61200,0.0,Y,19,8,0,10.0,2,9,3,4
7.223916778223889,13,4,3,1.0,2.0,3.0,41,Travel_Frequently,Research & Development,16,1,Medical,1,3049,Female,1,Research Scientist,Single,28100,1.0,Y,11,8,0,8.0,3,8,7,7
7.11708389112,6,2,3,3.0,4.0,3.0,29,Travel_Rarely,Sales,4,3,Other,1,4405,Female,2,Human Resources,Single,35390,1.0,Y,18,8,0,6.0,2,6,1,5
7.351802766621945,20,3,3,2.0,2.0,3.0,52,Travel_Rarely,Sales,1,3,Life Sciences,1,3489,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0
7.847788933511667,18,2,3,4.0,3.0,3.0,33,Travel_Rarely,Research & Development,15,4,Life Sciences,1,817,Female,1,Sales Executive,Single,62010,2.0,Y,15,8,3,14.0,2,0,0,0
6.174462293618889,19,3,3,1.0,4.0,4.0,46,Travel_Rarely,Research & Development,18,1,Medical,1,2244,Male,1,Manufacturing Director,Divorced,59800,4.0,Y,11,8,1,28.0,2,7,4,3
6.266600847835556,8,3,3,4.0,2.0,3.0,30,Travel_Rarely,Research & Development,2,3,Life Sciences,1,180,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2
7.2211869701025,6,2,3,4.0,4.0,4.0,45,Travel_Rarely,Research & Development,7,2,Other,1,498,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1
10.139349620705,8,3,3,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,16,3,Medical,1,4133,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7
7.974224676483611,16,2,3,2.0,1.0,2.0,24,Travel_Frequently,Sales,3,3,Life Sciences,1,803,Male,2,Research Scientist,Single,76540,2.0,Y,17,8,1,4.0,3,0,0,0
5.576690093708056,18,2,3,3.0,4.0,3.0,40,Travel_Rarely,Sales,4,3,Medical,1,3642,Male,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,9,8,8
10.1586099955375,12,3,3,4.0,2.0,3.0,36,Travel_Rarely,Sales,2,3,Technical Degree,1,3998,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0
6.927584783578611,12,3,3,3.0,1.0,3.0,19,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2066,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0
6.894186746987778,6,2,3,2.0,4.0,2.0,34,Travel_Rarely,Sales,6,4,Marketing,1,500,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9
8.556987951807223,12,3,3,3.0,4.0,3.0,38,Travel_Rarely,Research & Development,28,4,Medical,1,3024,Male,1,Laboratory Technician,Divorced,65830,0.0,Y,12,8,0,12.0,1,11,2,9
8.849162204372778,14,3,3,2.0,3.0,3.0,29,Travel_Rarely,Sales,3,3,Marketing,1,3328,Male,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,3,0,2
7.696280678268611,6,3,4,4.0,4.0,,18,Non-Travel,Research & Development,1,4,Medical,1,3655,Male,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,0,0
9.068934627398333,4,3,3,3.0,4.0,3.0,25,Travel_Frequently,Research & Development,1,1,Life Sciences,1,3594,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0
7.308121374386389,10,3,3,1.0,3.0,1.0,21,Travel_Frequently,Research & Development,20,2,Medical,1,2128,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2
6.404223560910277,18,2,4,3.0,1.0,2.0,35,Travel_Rarely,Sales,6,4,Medical,1,363,Female,2,Manager,Single,94190,1.0,Y,24,8,1,6.0,5,6,1,1
7.612002454261389,7,3,4,3.0,3.0,2.0,36,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1222,Male,1,Sales Executive,Married,92040,6.0,Y,23,8,1,17.0,2,7,7,7
9.695691655510833,17,3,3,3.0,2.0,2.0,32,Travel_Rarely,Research & Development,1,4,Medical,1,734,Male,5,Research Director,Married,191890,0.0,Y,12,8,1,4.0,3,3,1,2
10.066420124944166,6,3,3,4.0,4.0,3.0,27,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2209,Male,1,Human Resources,Married,37080,1.0,Y,16,8,2,6.0,2,6,4,4
7.473160419455556,11,1,3,2.0,2.0,1.0,41,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3977,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2
6.646362115126944,11,3,4,4.0,3.0,2.0,32,Travel_Rarely,Sales,2,3,Marketing,1,2989,Male,2,Laboratory Technician,Married,27060,1.0,Y,21,8,1,13.0,4,13,4,8
